sno,claim,url,claim_entered,sourced_bills,msmarco-MiniLM-L-6-v3,msmarco-MiniLM-L-12-v3,msmarco-distilbert-base-v3,msmarco-distilbert-base-v4,msmarco-roberta-base-v3,msmarco-distilbert-base-dot-prod-v3,msmarco-roberta-base-ance-firstp,msmarco-distilbert-base-tas-b,bm25Okapi,bm25L,bm25Plus
58,"""Sen. (Richard) Burr voted no on the Violence Against Women Act.""",https://www.politifact.com/factchecks/2016/oct/18/deborah-ross/nc-senate-race-democrat-deborah-ross-ad-against-go/,Richard Burr voted no on the Violence Against Women Act,"['106 HR 3244', '109 HR 3402', '113 S 47']","['106 HR 2436', '107 HR 503', '108 HR 1997', '107 HR 4679', '104 HR 125', '108 HRES 372', '109 HR 4659', '106 HR 4888', '105 HR 3811', '112 S 3220']","['117 HR 350', '104 HR 2137', '105 HR 3811', '106 HR 2436', '106 HR 1248', '107 HR 503', '108 HR 1997', '104 HR 2974', '104 HR 125', '106 HR 4710']","['106 HR 4888', '104 HR 2974', '104 HR 2137', '107 HR 503', '106 HR 764', '106 HR 2436', '109 S 3504', '111 S 181', '108 HR 1997', '111 S 3772']","['108 HR 1997', '107 HR 503', '106 HR 4888', '106 HR 2436', '106 HR 774', '107 HR 4477', '107 HJRES 113', '111 S 3772', '112 HCONRES 36', '112 S 3220']","['106 HR 2436', '108 HR 1997', '107 HR 503', '112 S 3220', '111 S 3772', '105 HR 1348', '104 HR 2137', '104 HR 2974', '107 HJRES 113', '117 HR 7']","['107 HR 503', '106 HR 2436', '112 S 1925', '106 HR 4888', '104 HR 2974', '106 HR 4051', '106 HR 1248', '107 HR 4477', '108 HR 1997', '106 HR 3088']","['112 S 1925', '107 HR 503', '106 HR 2436', '111 S 3772', '107 HJRES 113', '112 S 3220', '108 HR 1997', '106 HR 4888', '104 HR 2974', '112 SRES 14']","['107 HR 503', '106 HR 2436', '108 HR 1997', '106 HR 4888', '104 HR 2974', '106 HR 1248', '112 S 1925', '107 HR 4477', '104 HR 4137', '111 S 3772']","['117 HR 1892', '116 HR 1741', '115 HR 6797', '115 HR 6796', '115 HR 7390', '116 HR 1239', '110 HR 5927', '110 S 2279', '109 S 3693', '116 HRES 555']","['112 HR 4271', '112 HR 4982', '113 HR 11', '113 S 47', '112 S 2338', '112 S 1925', '112 HR 4970', '110 HR 5927', '110 S 2279', '111 HR 4594']","['117 HR 1892', '116 HR 1741', '115 HR 6797', '115 HR 6796', '110 HR 5927', '110 S 2279', '116 HR 1239', '109 S 3693', '115 HR 7390', '114 HRES 910']"
59,"""Kelly Ayotte voted to give big oil more than $20 billion in tax breaks.""",https://www.politifact.com/factchecks/2016/oct/07/democratic-senatorial-campaign-committee/ad-claims-kelly-ayotte-voted-billion-dollar-tax-br/,Kelly Ayotte voted to give big oil more than $20 billion in tax breaks,['112 S 940'],"['112 S 1323', '112 S 1917', '112 S 940', '112 S 2204', '112 S 1944', '112 S 3412', '112 SJRES 10', '112 S 1931', '112 S 2230', '112 S 3364']","['112 S 2204', '112 S 940', '112 S 3412', '112 S 1917', '112 S 3364', '112 SJRES 10', '112 S 2237', '112 SJRES 24', '112 S 1323', '112 S 1944']","['112 S 940', '112 S 2204', '112 S 3412', '112 S 2237', '112 S 2230', '112 HR 2560', '112 HR 2072', '112 S 1726', '112 HR 3606', '112 S 3364']","['112 S 940', '112 S 2237', '112 S 2204', '112 S 1323', '112 S 1726', '112 S 3364', '112 S 3412', '112 S 2230', '112 HR 4', '112 HR 2072']","['112 S 940', '112 S 2204', '112 S 2237', '112 S 3364', '112 S 3412', '112 S 2230', '112 S 1917', '112 HR 4', '112 HJRES 66', '112 S 3220']","['112 S 940', '112 S 2204', '112 S 3412', '112 S 2230', '112 SCONRES 42', '112 HR 2560', '112 HR 2072', '112 S 1931', '112 S 2237', '112 S 1944']","['112 S 940', '112 S 2237', '112 S 1917', '112 S 3364', '112 S 3412', '112 S 1944', '112 S 953', '112 S 1769', '112 S 2230', '112 S 1323']","['112 S 940', '112 HR 2072', '112 S 3412', '112 S 2237', '112 S 2204', '112 S 493', '112 S 2230', '112 HR 4', '112 S 1917', '112 S 1944']","['117 HR 7061', '117 HR 7061', '117 HR 7061', '117 HR 7061', '112 HR 1689', '109 S 2636', '113 HR 1426', '115 S 1710', '113 S 8', '116 S 5080']","['113 HR 1', '113 HR 4304', '112 HR 1870', '109 HR 4', '112 HR 501', '110 HR 7060', '113 HR 5771', '108 S 1050', '111 S 3663', '113 S 2260']","['117 HR 7061', '117 HR 7061', '117 HR 7061', '117 HR 7061', '113 HR 1426', '112 HR 1689', '115 S 1710', '109 S 2636', '113 S 8', '111 S 3305']"
60,"Says Rep. John Katko ""promised he wouldnât vote to defund Planned Parenthood and since heâs been in office heâs done that four times""",https://www.politifact.com/factchecks/2016/oct/05/colleen-deacon/katko-voted-against-planned-parenthood-funding-fou/,Rep. John Katko promised he wouldn vote to defund Planned Parenthood and since he been in office he done that four times,"['114 HR 3134', '114 HCONRES 79', '114 HR 3762', '114 HR 3762']","['117 HR 3755', '117 HR 8296', '117 S 610', '117 HRES 1499', '117 HR 1996', '117 HR 3743', '117 HRES 667', '117 HR 8297', '117 HR 4481', '117 HRES 1017']","['117 HR 8297', '117 HR 3755', '117 HR 8296', '117 HR 8373', '117 HR 1996', '117 HR 6929', '117 HRES 667', '117 HR 7108', '117 HR 4256', '117 HR 3743']","['117 HR 7791', '117 HRES 1499', '117 HR 8296', '117 HR 3755', '117 HR 6929', '117 HR 5551', '117 HR 4', '117 S 2959', '117 HR 1573', '117 S 144']","['117 HR 6929', '117 HRES 1499', '117 HR 5455', '117 HR 7791', '117 HR 8296', '117 HR 3755', '117 HR 8297', '117 HR 3372', '117 HR 2668', '117 HR 8876']","['117 HR 941', '117 HR 8373', '117 HR 5487', '117 HR 3755', '117 HR 8297', '117 HR 8296', '117 HR 239', '117 HR 3110', '117 HR 7790', '117 S 796']","['117 HRES 1499', '117 HR 5407', '117 HR 1808', '117 HR 8296', '117 S 325', '117 HR 7791', '117 HR 485', '117 HR 3755', '117 S 2089', '117 HR 5551']","['117 S 2089', '117 HR 3807', '117 S 325', '117 HR 6119', '117 HR 2119', '117 HR 1799', '117 HR 5129', '117 HR 5487', '117 HR 6617', '117 HR 8876']","['117 HRES 1499', '117 HR 7791', '117 HR 8876', '117 HR 8373', '117 HR 5551', '117 HRES 1232', '117 HR 1218', '117 HRES 1224', '117 HR 4693', '117 S 610']","['114 HRES 737', '113 HRES 504', '111 SRES 183', '110 HRES 881', '117 HRES 605', '109 HRES 636', '116 SRES 604', '114 HR 3134', '114 HR 3134', '117 S 139']","['113 HR 4304', '108 S 1050', '113 HR 15', '113 S 696', '108 S 14', '113 S 744', '113 HR 4034', '109 HR 4', '112 HR 3630', '114 HR 2898']","['117 S 139', '113 HRES 504', '110 HRES 881', '117 HRES 605', '114 HRES 737', '111 SRES 183', '114 HR 3134', '114 HR 3134', '115 HR 4641', '117 HR 7154']"
61,"Says Rob Portman ""even voted to allow people on the terrorism watch list to buy guns.""",https://www.politifact.com/factchecks/2016/sep/29/ted-strickland/sen-rob-portman-voted-let-terrorists-buy-guns-nope/,Rob Portman even voted to allow people on the terrorism watch list to buy guns,['114 HR 5504'],"['109 HRES 101', '103 HRES 322', '104 HRES 508', '117 HR 350', '105 HCONRES 220', '105 HCONRES 133', '108 HRES 294', '103 HRES 302', '108 HR 3193', '105 HCONRES 304']","['106 HR 4051', '103 HR 1025', '109 HRES 101', '107 HCONRES 145', '108 HJRES 27', '117 HR 350', '108 HR 874', '106 HR 2122', '107 HR 2722', '109 HRES 22']","['109 HRES 101', '107 HRES 297', '106 HR 2122', '108 HR 2427', '107 HJRES 114', '106 HR 1883', '103 HR 1025', '109 HRES 71', '107 HRES 99', '112 HR 2560']","['109 HRES 71', '105 HCONRES 220', '106 HR 2122', '104 HRES 508', '107 HRES 297', '112 S 3576', '107 HRES 99', '112 S 1038', '105 HR 748', '105 HR 424']","['107 HR 3275', '107 HR 2982', '108 HR 2143', '106 HR 2122', '107 HR 3209', '103 HR 4296', '104 HR 125', '108 HR 3782', '103 HR 1025', '105 HR 2386']","['105 HCONRES 220', '105 HCONRES 133', '106 HR 4051', '106 HR 2122', '105 HR 2829', '107 HR 2982', '103 HR 1025', '109 HRES 71', '103 HR 4296', '112 HR 2560']","['103 HR 4296', '103 HR 1025', '104 HR 125', '105 HR 424', '106 HR 1883', '106 HR 2122', '106 HR 4051', '107 HR 3054', '105 HR 1003', '112 S 3576']","['103 HR 4296', '106 HR 2122', '108 HR 3782', '104 HRES 508', '106 HR 1883', '104 HR 125', '103 HR 1025', '112 S 990', '105 HR 2829', '112 S 3576']","['114 S 3332', '115 S 151', '116 S 1778', '113 HR 5488', '114 HR 48', '116 HR 2621', '117 HR 3056', '113 HR 868', '108 S 329', '112 HR 2423']","['108 S 1050', '113 HR 4304', '109 HR 4', '108 S 14', '112 HR 3630', '113 S 696', '113 HR 15', '114 HR 5394', '113 HR 4034', '112 S 1720']","['116 HR 2621', '114 HR 48', '113 HR 5488', '114 S 3332', '115 S 151', '116 S 1778', '117 HR 3056', '112 HR 2423', '114 S 3069', '117 HR 6412']"
62,"Says Miami Congressman Carlos ""Curbelo supports drilling offshore"" and ""repeatedly voted against President Obama's ability to fight pollution and combat climate change.""",https://www.politifact.com/factchecks/2016/sep/29/democratic-congressional-campaign-committee/democrats-mislead-attack-carlos-curbelos-record-cl/,Miami Congressman Carlos Curbelo supports drilling offshore and repeatedly voted against President Obama's ability to fight pollution and combat climate change,"['114 HR 2028', '114 HR 348', '114 HRES 424', '114 SJRES 23', '114 SJRES 23']",no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,"['112 HR 6168', '117 HRES 755', '116 HR 7075', '111 HCONRES 98', '112 HCONRES 84', '111 SRES 499', '114 HCONRES 29', '114 HCONRES 29', '113 HRES 570', '113 HRES 570']","['113 HR 4304', '108 S 1050', '113 HR 4034', '108 S 14', '110 HR 3220', '110 HR 3221', '113 HR 15', '112 HR 4271', '109 HR 4', '112 HR 4982']","['112 HR 6168', '117 HRES 755', '116 HR 7075', '111 HRES 1514', '111 HCONRES 98', '116 HCONRES 15', '111 HR 5520', '111 SRES 499', '112 HCONRES 84', '118 HR 3302']"
63,"Says MarcoÂ Rubio ""voted to slash school funding by billions of dollars and would eliminate the Department of Education.""",https://www.politifact.com/factchecks/2016/sep/27/afscme-people/unions-attack-marco-rubios-education-record/,Marco Rubio voted to slash school funding by billions of dollars and would eliminate the Department of Education,['112 HR 1'],"['112 S 1723', '117 S 1301', '117 SJRES 33', '117 HR 6617', '117 HR 6119', '117 HR 5305', '112 HJRES 66', '112 S 940', '117 HR 3237', '112 SCONRES 44']","['117 S 610', '117 S 1301', '112 SJRES 10', '112 HJRES 98', '112 SJRES 25', '112 HJRES 44', '112 HR 2560', '112 S 1723', '117 HR 1868', '117 HR 6119']","['117 SJRES 60', '112 HCONRES 34', '112 HJRES 44', '112 S 1723', '117 HR 1652', '112 HCONRES 36', '112 SCONRES 44', '112 S 365', '117 HR 4521', '112 SCONRES 37']","['112 S 1931', '112 S 1723', '112 HR 2560', '112 S 365', '112 S 2343', '117 HR 1799', '117 SCONRES 5', '112 SCONRES 18', '112 S 627', '112 S 1917']","['117 HR 1868', '112 S 365', '117 HR 6119', '112 SCONRES 41', '117 S 4008', '112 HJRES 117', '112 S 1723', '117 HR 5305', '112 HCONRES 34', '112 HCONRES 112']","['117 HR 4521', '112 HR 2112', '117 HR 1319', '117 HR 5305', '112 SCONRES 44', '117 SCONRES 14', '117 HR 5376', '112 S 1723', '112 HCONRES 34', '112 S 627']","['112 S 1723', '112 SCONRES 18', '112 SCONRES 41', '112 HR 2560', '112 S 365', '112 SCONRES 21', '117 S 4008', '117 HR 6119', '117 HR 6617', '112 SCONRES 20']","['112 S 1723', '112 HR 2608', '112 S 365', '112 HJRES 44', '112 S 1726', '112 S 493', '112 S 2343', '112 HCONRES 34', '112 HCONRES 112', '117 HR 4521']","['117 SRES 306', '118 HR 1194', '111 HR 4611', '112 HR 3775', '113 HR 2963', '108 HR 2884', '109 HR 182', '114 S 1177', '108 HR 1692', '116 HR 865']","['108 S 1050', '113 HR 4304', '109 HR 4', '108 S 14', '113 HR 4366', '113 HR 15', '113 S 1094', '114 HR 5', '113 S 696', '114 HR 5394']","['117 SRES 306', '118 HR 1194', '111 HR 4611', '112 HR 3775', '113 HR 2963', '110 HR 4289', '114 S 1177', '117 HR 1867', '108 HR 2884', '109 HR 182']"
64,"Says Marco Rubio voted ""against every bill that would have helped keep our families safe. He even voted against a bipartisan measure, introduced by a Republican, to prevent people on the no-fly list from purchasing guns.""",https://www.politifact.com/factchecks/2016/sep/22/patrick-murphy/patrick-murphy-attacks-marco-rubio-votting-against/,Marco Rubio voted against every bill that would have helped keep our families safe,['114 HR 5504'],"['117 S 2747', '117 S 1301', '117 S 610', '117 HR 1652', '117 S 4008', '117 S 937', '117 HR 3755', '117 HR 1868', '112 SJRES 24', '117 S 4132']","['117 S 4', '117 HR 1652', '117 S 2938', '117 HR 1868', '117 S 610', '117 S 4008', '117 S 937', '117 S 2747', '117 HR 8404', '117 HR 3233']","['117 HR 6617', '117 HR 1799', '117 HR 6119', '117 HR 1652', '117 S 4008', '117 HR 6833', '117 S 610', '112 HR 2560', '117 S 3373', '117 S 1301']","['112 SJRES 24', '117 S 1301', '112 SRES 14', '117 HR 1799', '112 HR 2560', '117 S 610', '112 HCONRES 35', '112 HCONRES 94', '117 HR 1652', '117 HR 6617']","['117 HR 6119', '117 S 2938', '117 HR 6617', '117 SJRES 32', '112 SRES 14', '117 HR 4350', '117 HCONRES 119', '117 HR 1652', '112 HR 2608', '112 HJRES 66']","['112 SCONRES 42', '112 SJRES 24', '112 SRES 14', '117 S 610', '117 HR 3967', '112 HR 2887', '112 HCONRES 112', '112 HCONRES 94', '117 HR 3755', '117 HR 1652']","['112 SRES 14', '117 S 4008', '117 S 2938', '117 HR 350', '117 HR 6617', '117 HR 1652', '117 S 610', '117 HR 6119', '117 SJRES 41', '117 HR 1868']","['112 HCONRES 112', '117 HR 1799', '117 S 2938', '117 S 914', '112 SJRES 24', '117 HR 6617', '112 SRES 14', '117 S 4008', '117 S 610', '112 HR 2560']","['117 SRES 306', '115 HR 6055', '115 HR 458', '112 S 3692', '111 HRES 892', '112 S 2', '112 HR 1932', '117 HR 1867', '118 S 213', '115 S 3699']","['113 S 696', '113 HR 4304', '112 HR 4271', '112 HR 4982', '114 HR 5394', '114 S 2902', '112 S 2338', '114 HR 2898', '115 S 3479', '112 S 1720']","['117 SRES 306', '115 HR 6055', '115 HR 458', '111 HRES 892', '112 S 2', '112 S 3692', '112 HR 1932', '116 HR 795', '118 S 213', '117 HR 1867']"
65,"Says ""Patrick Murphy is the only candidate to have voted against every measure to fund Zika.""",https://www.politifact.com/factchecks/2016/sep/14/marco-rubio/patrick-murphy-has-voted-against-every-zika-fundin/,Patrick Murphy is the only candidate to have voted against every measure to fund Zika,"['114 HR 5044', '114 HRES 751']",no_bill_found,no_bill_found,no_bill_found,"['110 HR 7175', '110 HRES 1490', '110 HRES 1533', '111 HRES 34', '110 HRES 1503', '111 HR 3631', '111 HR 5297', '111 HRES 180', '110 HRES 994', '110 HR 4253']","['111 HR 3961', '111 HR 1586', '111 HR 2', '111 HR 5604', '110 HR 3963', '110 S 1927', '111 HR 3980', '110 HR 5819', '110 HR 2740', '110 HRES 1507']",no_bill_found,"['110 HRES 1230', '110 HCONRES 100', '110 HR 6897', '110 HRES 1503', '111 HR 3961', '111 HJRES 3', '111 HR 3980', '111 HRES 522', '111 HR 2', '111 HRES 971']",no_bill_found,"['112 SRES 21', '108 HR 3032', '108 HR 3032', '114 HR 4400', '114 HR 4400', '116 SRES 605', '114 HR 5031', '114 HRES 815', '115 HJRES 141', '118 SRES 46']","['108 S 1050', '113 HR 4304', '109 HR 4', '113 S 696', '112 HR 3630', '113 HR 15', '108 S 14', '112 HR 4271', '112 HR 7', '113 S 744']","['112 SRES 21', '117 SRES 20', '116 SRES 605', '108 HR 3032', '108 HR 3032', '118 SRES 46', '114 HR 5031', '114 HR 4400', '114 HR 4400', '114 HR 6010']"
66,"Nevada Republican Senate nominee ""Joe Heck voted to criminalize abortion for rape victims.""",https://www.politifact.com/factchecks/2016/sep/13/planned-parenthood-votes/planned-parenthood-votes-says-joe-heck-voted-crimi/,Nevada Republican Senate nominee Joe Heck voted to criminalize abortion for rape victims,['112 HR 3803'],"['112 HR 3541', '112 HR 3803', '112 HRES 237', '112 HR 3', '112 HR 2076', '112 HR 358', '112 HR 4970', '112 HR 4264', '112 HRES 430', '112 HR 2189']","['112 HR 3541', '112 HRES 237', '112 HRES 504', '112 HR 3803', '112 HR 3', '112 HR 2076', '112 HR 3801', '112 S 3642', '112 HR 4970', '112 HR 4119']","['112 HR 3541', '112 HR 3803', '112 HR 4970', '112 HR 3', '112 HR 2076', '112 HR 2471', '112 HR 5997', '112 HR 822', '112 HR 1254', '112 HRES 656']","['112 HR 3541', '112 HR 3', '112 HR 3803', '112 HR 358', '112 HR 4970', '112 HR 2471', '112 HCONRES 36', '112 HR 2076', '112 HRES 430', '112 HR 1933']","['112 HR 3541', '112 HR 3803', '112 HRES 656', '112 HRES 237', '112 HCONRES 36', '112 HR 358', '112 HRES 430', '112 HR 3', '112 HR 4970', '112 S 990']","['112 HR 3541', '112 HR 3803', '112 HR 4970', '112 HR 3', '112 HR 358', '112 HR 5997', '112 HR 2076', '112 HR 3567', '112 HR 4310', '112 HR 5']","['112 HR 3541', '112 HR 3803', '112 HRES 237', '112 HRES 656', '112 HR 3', '112 HR 2471', '112 HR 358', '112 HRES 430', '112 HR 2076', '112 HR 2189']","['112 HR 3541', '112 HR 4970', '112 HR 3803', '112 HR 3', '112 HR 358', '112 S 1280', '112 HRES 656', '112 HRES 430', '112 HR 2076', '112 HRES 237']","['114 HRES 615', '116 HR 3985', '117 S 124', '116 HR 8939', '114 HRES 331', '114 HRES 331', '117 HR 1080', '117 HR 1080', '117 HR 1080', '117 HR 1080']","['108 S 1050', '112 HR 4271', '112 HR 4982', '114 S 1553', '113 HR 11', '113 S 47', '112 S 2338', '109 HR 4', '112 HR 4970', '108 S 14']","['114 HRES 615', '114 S 219', '111 S 2915', '116 HR 3985', '114 HRES 656', '114 HRES 331', '114 HRES 331', '117 S 124', '116 HR 8939', '113 S 142']"
67,"""Marco Rubio voted against funding health clinics that provide critical care during this public health emergency (Zika).""",https://www.politifact.com/factchecks/2016/sep/08/naral-pro-choice/naral-misleads-attack-marco-rubio-about-zika-fundi/,Marco Rubio voted against funding health clinics that provide critical care during this public health emergency (Zika),['114 HR 2577'],"['117 HR 1868', '117 HR 1652', '117 SJRES 32', '117 S 4008', '117 S 2938', '117 HR 3755', '117 S 1301', '117 SJRES 63', '117 SJRES 38', '117 S 4132']","['117 SJRES 38', '117 SJRES 63', '117 SJRES 32', '117 HR 1868', '117 S 4132', '117 HR 3755', '112 HR 3672', '117 S 4008', '117 SJRES 41', '117 S 2938']","['117 SJRES 32', '117 HR 6617', '117 HR 6119', '112 HCONRES 35', '117 HR 1868', '112 S 1940', '117 SJRES 41', '117 S 4132', '117 HR 3755', '112 HCONRES 36']","['117 SJRES 39', '112 S 1723', '117 S 4132', '117 HR 3755', '117 SJRES 32', '112 HCONRES 36', '117 SJRES 41', '117 HR 1868', '117 SJRES 63', '117 SJRES 38']","['117 HR 1868', '117 SJRES 32', '117 HR 6119', '117 HR 5305', '117 S 2938', '117 SJRES 38', '117 SJRES 63', '117 HR 6617', '112 HCONRES 34', '112 S 3240']","['117 SJRES 32', '117 HR 1868', '117 HR 3755', '117 S 4132', '112 S 1723', '117 SJRES 39', '117 S 610', '117 SJRES 41', '117 HR 6119', '112 HCONRES 35']","['117 HR 1868', '117 SJRES 32', '117 SJRES 38', '117 SJRES 63', '117 SJRES 39', '117 S 4008', '117 S 4132', '117 HR 3755', '117 HR 6617', '117 SJRES 41']","['117 HR 1868', '117 SJRES 38', '117 SJRES 63', '117 S 610', '117 SJRES 32', '117 SJRES 39', '117 HR 6617', '117 HR 6119', '117 S 4008', '117 HR 5305']","['117 SRES 306', '117 HR 6202', '117 S 934', '116 HR 8756', '116 HR 7760', '116 HR 7760', '117 S 935', '116 S 3631', '117 S 3593', '117 HR 7573']","['111 HR 3962', '113 HR 4841', '113 HR 4841', '108 HR 3459', '108 HR 3459', '113 HR 3717', '111 HR 4872', '111 HR 3970', '113 HR 3121', '111 S 1679']","['117 SRES 306', '117 S 934', '117 HR 6202', '116 HR 8756', '117 S 935', '116 S 3631', '116 HR 7760', '116 HR 7760', '115 HR 5899', '115 HR 5899']"
68,"Says Hillary Clinton ""voted to raise taxes on workers earning as little as $41,500.""",https://www.politifact.com/factchecks/2016/aug/29/republican-party-florida/republican-party-florida-facebook-post-misses-mark/,"Hillary Clinton voted to raise taxes on workers earning as little as $41,500",['110 SCONRES 70'],"['107 S 2578', '110 HR 5140', '110 HR 7005', '110 HR 2', '110 HJRES 43', '108 S 2986', '110 HJRES 44', '108 HJRES 51', '109 HJRES 47', '110 HR 6867']","['110 HR 7005', '110 HJRES 44', '107 HR 1552', '107 HR 1836', '107 HR 622', '110 HR 2', '110 HR 3996', '110 HR 6049', '107 S 27', '108 HJRES 51']","['110 HR 2', '110 HJRES 44', '110 HR 5140', '107 HR 1552', '110 HR 7005', '107 S 2578', '108 HJRES 51', '109 HJRES 47', '108 S 150', '108 S 2986']","['110 HR 5140', '110 HR 7005', '108 S 2986', '109 HJRES 47', '107 S 2578', '110 HR 2', '108 HJRES 51', '110 HJRES 43', '110 HJRES 44', '108 S 1162']","['108 HJRES 51', '108 S 2986', '107 S 2578', '109 HJRES 47', '110 HR 3996', '110 HR 7005', '110 HR 2831', '110 HJRES 43', '111 S 181', '107 S 27']","['110 HR 2', '110 HR 5140', '110 HJRES 44', '109 HR 5970', '108 S 476', '109 HJRES 47', '108 S 2986', '109 S 1783', '107 HR 1836', '110 HR 2669']","['110 HR 2', '110 HR 5140', '110 HR 7005', '109 S 1783', '108 HR 3108', '109 S 2320', '107 S 1218', '109 S 2349', '107 HR 10', '110 HR 3996']","['110 HR 2', '110 HJRES 44', '110 HR 5140', '110 HR 7005', '108 HR 3108', '109 S 2320', '109 HR 5970', '108 S 2986', '108 S 476', '107 S 2578']","['114 HRES 884', '115 HRES 477', '109 HR 4192', '109 HR 4192', '109 HR 4192', '109 HR 4192', '115 HCONRES 15', '110 HRES 466', '115 S 27', '115 HRES 488']","['108 S 1050', '113 HR 4304', '109 HR 4', '113 S 696', '112 HR 3630', '108 S 14', '113 HR 15', '113 S 2685', '113 S 744', '114 HR 2898']","['114 HRES 884', '115 HRES 477', '109 HR 4192', '109 HR 4192', '109 HR 4192', '109 HR 4192', '110 HRES 466', '115 S 27', '115 HCONRES 15', '115 HRES 488']"
69,"Says Ron Johnson ""voted five times for tax breaks that help companies ship Wisconsin jobs overseas.""",https://www.politifact.com/factchecks/2016/aug/26/russ-feingold/feingold-johnson-voted-five-times-tax-breaks-help-/,Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas,['114 SCONRES 11'],"['112 S 3364', '112 S 1917', '112 S 2237', '112 S 3412', '117 HR 7108', '112 S 1931', '112 S 2204', '117 HR 6119', '117 HR 6968', '112 S 2230']",no_bill_found,no_bill_found,"['112 S 3364', '112 S 2237', '112 S 1769', '117 S 3436', '112 HR 674', '117 S 4008', '112 S 2204', '112 HR 2072', '117 HCONRES 119', '112 S 1931']","['112 S 3364', '112 S 2237', '117 S 3436', '112 S 2204', '112 HR 2832', '112 S 990', '112 S 3326', '117 HR 7108', '117 S 4822', '112 S 1769']",no_bill_found,no_bill_found,"['112 S 3364', '112 S 2237', '112 S 1769', '117 S 4008', '112 S 1660', '112 HR 4', '112 HR 3080', '117 S 3436', '112 HR 2832', '112 HR 674']","['113 S 8', '112 S 1', '113 HR 230', '111 HR 5855', '112 HR 286', '112 S 7', '108 HR 3911', '108 HR 3911', '116 HR 4711', '108 HR 618']","['113 HR 1', '110 HR 7060', '113 HR 5771', '109 HR 4', '113 S 2260', '108 S 1050', '110 S 3335', '110 HR 6049', '110 S 3125', '113 S 696']","['113 S 8', '112 S 1', '113 HR 230', '111 HR 5855', '112 HR 286', '112 S 7', '108 HR 3911', '108 HR 3911', '108 HR 618', '116 HR 4711']"
70,"Says Marco Rubio ""voted against the bipartisan Violence Against Women Act.""",https://www.politifact.com/factchecks/2016/aug/24/patrick-murphy/rubio-voted-against-violence-against-women-act-mur/,Marco Rubio voted against the bipartisan Violence Against Women Act,"['103 HR 3355', '112 S 1925', '113 S 47']","['117 S 937', '117 HR 8404', '117 HR 7', '117 HRES 24', '112 S 3220', '117 HR 3233', '117 SRES 16', '112 S 1925', '112 SRES 159', '117 HR 350']","['117 HR 350', '112 S 1925', '117 HR 3233', '117 S 2938', '117 S 937', '117 HR 7', '117 HR 1652', '117 HR 8404', '112 S 2038', '117 S 4']","['112 HCONRES 36', '112 SJRES 36', '117 HR 6833', '112 HR 2560', '117 S 4822', '112 S 3220', '112 S 990', '112 S 2038', '117 HR 6617', '117 HR 8404']","['112 HCONRES 36', '112 SRES 14', '117 HR 3233', '112 S 3369', '117 S 4822', '112 S 3220', '117 S 2747', '112 S 1925', '117 SCONRES 5', '112 S 2038']","['117 HR 1652', '112 S 3220', '117 HR 7', '117 S 4822', '112 HCONRES 36', '112 S 1925', '117 S 3373', '112 S 990', '117 HR 350', '112 S 3369']","['112 S 1925', '117 HR 350', '117 HR 3233', '117 S 4822', '112 S 3369', '112 HR 2887', '112 HCONRES 36', '117 SCONRES 5', '117 S 937', '117 S 4132']","['112 SRES 14', '112 S 3220', '117 HR 1652', '112 S 1925', '117 HR 350', '117 S 937', '117 HR 3233', '117 S 4132', '117 S 4', '117 HR 3755']","['112 S 3220', '112 S 1925', '112 HCONRES 36', '117 HR 7', '117 HR 3233', '117 S 2938', '117 SCONRES 5', '112 SRES 14', '117 HR 8404', '117 S 4822']","['116 HRES 555', '117 HR 1892', '116 HR 1741', '115 HR 6797', '115 HR 6796', '115 HR 7390', '117 SRES 306', '116 HR 1239', '110 HR 5927', '110 S 2279']","['112 HR 4271', '112 HR 4982', '113 HR 11', '113 S 47', '112 S 2338', '112 S 1925', '112 HR 4970', '110 HR 5927', '110 S 2279', '111 HR 4594']","['116 HRES 555', '117 SRES 306', '117 HR 1892', '116 HR 1741', '115 HR 6797', '115 HR 6796', '110 S 2279', '110 HR 5927', '115 HR 7390', '116 HR 1239']"
