sno,claim,url,claim_entered,sourced_bills,bills_found,msmarco-MiniLM-L-6-v3,msmarco-MiniLM-L-12-v3,msmarco-distilbert-base-v3,msmarco-distilbert-base-v4,msmarco-roberta-base-v3,msmarco-distilbert-base-dot-prod-v3,msmarco-roberta-base-ance-firstp,msmarco-distilbert-base-tas-b,bm25Okapi,bm25L,bm25Plus
45,"""Jim Renacci has been a lobbyist even while in Congress"" and ""voted to make it easier for lobbyists to hold key government positions and harder to investigate conflicts of interest.""",https://www.politifact.com/factchecks/2018/may/31/sherrod-brown/sherrod-brown-misleads-lobbyist-attack-jim-renacci/,Jim Renacci voted to make it easier for lobbyists to hold key government positions and harder to investigate conflicts of interest,"['114 HRES 921', '114 HR 6324', '114 HRES 5']","['115 HRES 285', '114 HR 2187', '113 HRES 727', '115 HR 2864', '115 HRES 375', '114 HRES 295', '113 HRES 113', '113 HRES 629', '115 HRES 33', '114 HRES 78']","['115 HR 3003', '115 HR 4279', '115 HR 2866', '113 HRES 107', '114 HR 3009', '114 HR 37', '113 HR 5405', '115 HR 6368', '115 HR 998', '113 HRES 565']","['114 HR 2187', '114 HRES 609', '115 HRES 872', '114 HRES 273', '115 HRES 305', '114 HRES 671', '115 HRES 676', '113 HRES 565', '113 HRES 113', '115 HRES 209']","['115 HRES 285', '114 HRES 295', '114 HRES 560', '114 HRES 939', '114 HRES 835', '113 HJRES 89', '115 HRES 375', '113 HRES 727', '115 HRES 156', '114 HRES 847']","['115 HRES 285', '114 HR 2187', '113 HRES 727', '115 HR 2864', '115 HRES 375', '114 HRES 295', '113 HRES 113', '113 HRES 629', '115 HRES 33', '114 HRES 78']","['113 HR 2804', '114 HR 5790', '113 HR 1564', '114 HR 1265', '115 HR 4324', '114 HR 351', '113 HR 24', '115 HR 4015', '115 HRES 562', '114 HR 1927']","['115 HRES 285', '114 HRES 27', '113 HRES 727', '114 HRES 333', '114 HRES 295', '113 HJRES 89', '114 HRES 529', '114 HRES 671', '113 HRES 568', '113 HRES 146']","['113 HRES 574', '115 HRES 562', '113 HRES 568', '113 HRES 419', '115 HRES 872', '113 HRES 727', '115 HRES 374', '114 HRES 897', '115 HRES 513', '113 HRES 403']","['115 HRES 285', '113 HRES 565', '115 HRES 129', '113 HRES 727', '113 HRES 568', '113 HRES 590', '114 HRES 27', '114 HRES 255', '115 HRES 156', '115 HR 1367']","['117 HR 6383', '118 HR 840', '117 HR 7602', '117 HR 7602', '110 HR 3718', '109 S 2559', '115 S 3502', '109 SRES 485', '115 S 1184', '109 HCONRES 404']","['108 S 1050', '113 HR 4304', '108 S 14', '109 HR 4', '113 HR 15', '112 HR 3630', '113 HR 4034', '113 S 696', '113 S 744', '112 HR 7']","['118 HR 840', '117 HR 6383', '115 S 3502', '117 HR 8990', '117 HRES 554', '109 SRES 485', '115 S 1184', '115 HR 2493', '117 HR 7602', '117 HR 7602']"
46,"Says Dean Heller ""has voted for a GOP bill that funded efforts to revive Yucca Mountain.""",https://www.politifact.com/factchecks/2018/may/14/jacky-rosen/rosen-misleads-heller-yucca-mountain-vote/,Dean Heller has voted for a GOP bill that funded efforts to revive Yucca Mountain,"['112 HR 1', '115 S 95']","['113 S 2280', '115 HR 3', '114 S 1881', '113 S 1963', '113 S 2199', '115 HR 1892', '113 S 16', '114 HR 2028', '113 HR 3979', '114 S 2613']","['114 HR 2577', '113 HR 3080', '113 S 2280', '114 S 2040', '114 HR 5325', '113 S 601', '114 HR 5293', '113 S 1243', '113 S 1752', '115 S 1182']","['113 S 2280', '113 S 2244', '114 HR 26', '113 HR 3080', '114 HR 5293', '114 S 1881', '114 HR 5325', '114 HR 2685', '115 HR 3', '115 HR 695']","['113 S 2280', '114 S 1881', '113 HR 3979', '115 HR 3', '115 HR 1892', '113 S 1963', '115 HR 5515', '114 HR 240', '114 HR 1314', '114 HR 2028']","['113 S 2280', '115 HR 3', '114 S 1881', '113 S 1963', '113 S 2199', '115 HR 1892', '113 S 16', '114 HR 2028', '113 HR 3979', '114 S 2613']","['113 S 2280', '114 HR 1314', '113 S 16', '115 HR 1892', '114 S 1881', '114 S 295', '113 HR 5021', '114 HR 2', '113 HR 83', '113 HJRES 124']","['115 HR 1370', '113 S 2280', '115 HJRES 69', '113 SRES 64', '113 HR 3979', '115 SJRES 52', '114 SCONRES 11', '115 HJRES 36', '114 S 764', '114 S 1881']","['115 SJRES 52', '113 HR 5021', '114 HR 2', '113 SRES 64', '113 S 1982', '114 SJRES 23', '115 HR 5895', '113 S 1963', '114 HR 3236', '114 HR 5325']","['114 S 1881', '113 S 1963', '113 HR 5021', '115 HR 3', '114 S 764', '113 HR 2775', '115 HR 5515', '115 S 140', '113 HJRES 59', '115 HR 1892']","['111 HRES 1466', '112 HR 4625', '111 HRES 1209', '111 HR 2372', '111 HR 2372', '112 S 2176', '108 HR 2926', '109 HR 895', '109 HR 5360', '111 HRES 1123']","['108 S 1050', '113 S 696', '113 HR 15', '113 HR 4304', '109 HR 4', '113 S 744', '112 HR 3630', '108 S 14', '113 HR 3895', '114 HR 5394']","['111 HRES 1466', '111 HRES 1209', '111 HRES 1123', '112 HR 4625', '108 HR 2926', '109 HR 895', '111 HR 2372', '111 HR 2372', '112 S 2176', '109 HR 5360']"
47,"Says Bill Nelson ""voted against requiring Iran to recognize Israel and release American hostages.""",https://www.politifact.com/factchecks/2018/may/04/rick-scott/gov-rick-scott-attack-mischaracterizes-vote-sen-bi/,Bill Nelson voted against requiring Iran to recognize Israel and release American hostages,['114 HJRES 61'],"['114 HR 6297', '115 S 722', '114 SCONRES 16', '114 HR 1191', '113 SRES 65', '114 S 2146', '113 S 2244', '115 SRES 176', '115 HR 3364', '114 HR 26']",no_bill_found,no_bill_found,no_bill_found,no_bill_found,"['114 SCONRES 16', '113 SRES 65', '114 HR 6297', '115 S 722', '114 HR 1191', '114 S 2146', '115 SJRES 54', '115 S 139', '115 HR 3364', '115 SJRES 52']",no_bill_found,no_bill_found,no_bill_found,"['113 S 559', '112 HR 5796', '112 HR 5796', '114 S 868', '117 HR 1179', '113 HR 3200', '117 S 2607', '114 HR 3338', '111 SRES 548', '109 HRES 922']","['113 HR 4304', '108 S 1050', '113 S 1881', '108 S 14', '113 HR 4034', '114 HR 5394', '112 HR 4271', '112 HR 4982', '113 HR 15', '114 S 792']","['113 S 559', '117 S 2607', '114 S 868', '112 HR 5796', '112 HR 5796', '117 HR 1179', '113 HR 3200', '114 HR 3338', '111 SRES 548', '110 HCONRES 389']"
48,"Says Luke Messer and Todd Rokita ""voted to fast-track Obamaâs trade deals.""",https://www.politifact.com/factchecks/2018/may/04/mike-braun/indianas-mike-braun-misleads-about-opponents-recor/,Todd Rokita voted to fast-track Obama trade deals,"['114 HR 2146', '114 HR 2146']","['114 HR 4239', '115 HR 2883', '113 HR 2', '115 HR 4324', '113 HR 3301', '115 HR 4581', '113 HR 2052', '113 HR 4899', '115 HR 5749', '114 HRES 461']","['114 HR 22', '114 HR 4408', '114 HR 4239', '114 HR 1295', '113 HR 5682', '113 HRES 775', '115 HR 5749', '114 HR 5606', '114 HR 2357', '114 HR 4820']","['114 HR 4239', '114 HR 22', '114 HR 2357', '114 HRES 835', '115 HR 2579', '114 HRES 412', '115 HR 5749', '113 HR 1123', '115 HRES 451', '114 HR 5388']","['115 HR 5749', '115 S 504', '113 HR 2052', '113 HR 1613', '115 HR 4324', '113 HR 2719', '114 HR 1295', '115 HR 2883', '114 HR 4239', '114 HR 22']","['114 HR 4239', '115 HR 2883', '113 HR 2', '115 HR 4324', '113 HR 3301', '115 HR 4581', '113 HR 2052', '113 HR 4899', '115 HR 5749', '114 HRES 461']","['115 HR 2579', '114 HR 5388', '114 HR 4923', '114 HR 22', '114 HR 1295', '114 HR 5931', '114 HRES 653', '115 HR 4760', '115 HR 4881', '113 HR 4']","['113 HRES 644', '113 HRES 256', '114 HRES 921', '114 HRES 288', '114 SJRES 23', '113 HRES 629', '113 HRES 636', '114 HRES 529', '113 HRES 391', '113 HR 2052']","['113 HRES 644', '115 HRES 872', '114 HRES 653', '113 HRES 715', '115 HRES 375', '114 HRES 27', '113 HRES 727', '114 HRES 897', '114 HRES 560', '113 HRES 419']","['114 HR 22', '114 HR 4239', '114 HR 1295', '113 HRES 644', '114 HR 644', '113 HRES 256', '115 HR 5515', '113 HR 938', '113 HR 4450', '114 S 1890']","['110 HRES 1170', '116 HR 3807', '111 HRES 1124', '116 HR 3169', '113 HRES 234', '113 HR 3337', '114 HRES 588', '117 HR 6842', '117 HR 4044', '117 S 4064']","['114 S 1269', '114 HR 1907', '111 S 1466', '112 HR 6642', '112 HR 6656', '114 S 2201', '114 S 1015', '114 S 758', '113 S 662', '110 S 122']","['110 HRES 1170', '116 HR 3807', '116 HR 3169', '117 S 4017', '111 HRES 1124', '116 HR 45', '117 HR 4063', '117 HR 4899', '117 S 5225', '110 HR 988']"
49,"Says Luke Messer and Todd Rokita ""voted to fast-track Obamaâs trade deals.""",https://www.politifact.com/factchecks/2018/may/04/mike-braun/indianas-mike-braun-misleads-about-opponents-recor/,Luke Messer voted to fast-track Obama trade deals,"['114 HR 2146', '114 HR 2146']","['114 HR 4239', '115 HR 2883', '113 HR 2', '115 HR 4324', '113 HR 3301', '115 HR 4581', '113 HR 2052', '113 HR 4899', '115 HR 5749', '114 HRES 461']","['114 HR 22', '114 HR 4408', '114 HR 4239', '114 HR 1295', '113 HR 5682', '113 HRES 775', '115 HR 5749', '114 HR 5606', '114 HR 2357', '114 HR 4820']","['114 HR 4239', '114 HR 22', '114 HR 2357', '114 HRES 835', '115 HR 2579', '114 HRES 412', '115 HR 5749', '113 HR 1123', '115 HRES 451', '114 HR 5388']","['115 HR 5749', '115 S 504', '113 HR 2052', '113 HR 1613', '115 HR 4324', '113 HR 2719', '114 HR 1295', '115 HR 2883', '114 HR 4239', '114 HR 22']","['114 HR 4239', '115 HR 2883', '113 HR 2', '115 HR 4324', '113 HR 3301', '115 HR 4581', '113 HR 2052', '113 HR 4899', '115 HR 5749', '114 HRES 461']","['115 HR 2579', '114 HR 5388', '114 HR 4923', '114 HR 22', '114 HR 1295', '114 HR 5931', '114 HRES 653', '115 HR 4760', '115 HR 4881', '113 HR 4']","['113 HRES 644', '113 HRES 256', '114 HRES 921', '114 HRES 288', '114 SJRES 23', '113 HRES 629', '113 HRES 636', '114 HRES 529', '113 HRES 391', '113 HR 2052']","['113 HRES 644', '115 HRES 872', '114 HRES 653', '113 HRES 715', '115 HRES 375', '114 HRES 27', '113 HRES 727', '114 HRES 897', '114 HRES 560', '113 HRES 419']","['114 HR 22', '114 HR 4239', '114 HR 1295', '113 HRES 644', '114 HR 644', '113 HRES 256', '115 HR 5515', '113 HR 938', '113 HR 4450', '114 S 1890']","['116 HR 3807', '111 HRES 1124', '116 HR 3169', '113 HRES 234', '114 HRES 588', '117 HR 6842', '117 HR 4044', '117 S 4064', '114 HRES 126', '112 HRES 770']","['114 S 1269', '114 HR 1907', '111 S 1466', '112 HR 6642', '112 HR 6656', '114 S 2201', '114 S 1015', '114 S 758', '113 S 662', '110 S 122']","['116 HR 3807', '117 HR 6863', '116 HR 3169', '111 HRES 1124', '117 HR 4063', '116 HR 45', '114 HRES 588', '117 HR 4044', '109 HR 3844', '109 HR 3844']"
50,"""Congresswoman Martha McSally voted to let companies sell your internet data to the highest bidder without your consent. Then she got paid $42,000 by the very corporations she allowed to sell your personal info.""",https://www.politifact.com/factchecks/2018/apr/11/arizona-democratic-party/arizona-democratic-party-claims-gop-lawmaker-mcsal/,Congresswoman Martha McSally voted to let companies sell your internet data to the highest bidder without your consent,['115 SJRES 34'],"['114 HR 2666', '114 HRES 672', '114 HR 351', '115 HR 1865', '114 HR 2406', '114 HR 3998', '115 HRES 577', '114 HRES 640', '116 SRES 331', '115 HR 5923']","['114 HR 5931', '114 HR 2745', '115 HR 5645', '115 SJRES 34', '115 HR 4294', '115 HRES 230', '114 HR 3624', '114 HRES 672', '115 HRES 11', '115 HRES 577']","['115 HR 4989', '115 HRES 1071', '114 HR 5931', '114 HR 2285', '114 HRES 847', '114 HR 4498', '114 HR 5602', '114 HR 2666', '115 HR 7327', '115 HR 3299']","['114 HR 2666', '115 HR 1353', '115 HR 1654', '115 HR 220', '115 HJRES 76', '114 HRES 672', '114 HR 5606', '114 HRES 843', '115 HRES 681', '115 HR 648']","['114 HR 2666', '114 HRES 672', '114 HR 351', '115 HR 1865', '114 HR 2406', '114 HR 3998', '115 HRES 577', '114 HRES 640', '116 SRES 331', '115 HR 5923']","['115 HR 4989', '115 HRES 748', '115 SJRES 34', '114 HRES 672', '114 HR 699', '115 HR 4203', '114 HR 3998', '115 HRES 230', '115 HR 1865', '114 HRES 835']","['114 SJRES 23', '115 HRES 230', '115 SJRES 34', '114 SJRES 24', '116 SJRES 48', '115 HRES 74', '114 HRES 672', '116 SJRES 53', '116 SJRES 20', '116 SJRES 26']","['115 SJRES 34', '115 HRES 748', '114 HRES 672', '115 HRES 352', '115 HRES 796', '115 HJRES 41', '116 SRES 331', '114 HRES 321', '114 HRES 640', '115 HRES 230']","['114 HR 2666', '115 HR 1353', '114 HRES 672', '114 HR 351', '114 HRES 640', '114 HR 3716', '115 SJRES 34', '115 HRES 748', '115 HRES 230', '115 HRES 577']","['117 S 2913', '112 HRES 612', '115 HR 7388', '114 HR 2918', '110 HR 5783', '111 HR 87', '112 HR 1541', '115 HR 1423', '115 HR 2356', '115 HR 2356']","['108 S 1050', '113 HR 4304', '108 S 14', '109 HR 4', '113 S 696', '113 HR 15', '112 HR 3630', '113 HR 4366', '114 S 227', '113 HR 4034']","['117 S 2913', '115 HR 7388', '110 HRES 1437', '112 HRES 612', '114 HR 2918', '115 HR 1423', '110 HR 5783', '111 HR 87', '112 HR 1541', '115 HR 2356']"
51,"Says U.S. Rep. Ron DeSantis ""voted in favor of food stamps for illegal immigrants.""",https://www.politifact.com/factchecks/2018/mar/29/uncle-sams-misguided-children/misleading-attack-ron-desantis-about-farm-bill-foo/,U.S. Rep. Ron DeSantis voted in favor of food stamps for illegal immigrants,['113 HR 2642'],"['115 HR 1238', '114 HR 1567', '114 S 1252', '113 HR 1206', '113 HR 742', '114 HR 2289', '115 HR 238', '113 HR 3212', '115 S 504', '115 HRES 990']","['115 HR 6136', '115 HR 5676', '115 S 1532', '114 HR 2898', '113 HR 4225', '115 HR 1238', '114 HR 158', '113 HR 338', '115 HR 3003', '113 HR 3193']","['115 HR 6136', '115 HR 2905', '114 HR 5320', '115 HR 2213', '113 HR 5759', '114 HR 5525', '115 S 1532', '113 HR 5739', '115 HRES 953', '113 HR 3530']","['113 HJRES 75', '113 HR 1206', '113 HR 3212', '114 HR 2393', '114 HR 158', '113 HR 301', '113 HR 338', '114 HR 1567', '114 S 1252', '115 HRES 414']","['115 HR 1238', '114 HR 1567', '114 S 1252', '113 HR 1206', '113 HR 742', '114 HR 2289', '115 HR 238', '113 HR 3212', '115 S 504', '115 HRES 990']","['113 HR 1206', '113 HR 5759', '115 HRES 990', '113 HR 5739', '115 HR 4451', '115 HR 2905', '115 S 1182', '114 HRES 370', '114 HR 1567', '114 S 1252']","['114 HRES 370', '113 HRES 644', '113 HRES 574', '115 HRES 414', '115 HRES 513', '113 HRES 371', '114 HR 3735', '114 HRES 338', '114 HRES 303', '114 HRES 101']","['115 HRES 513', '115 HRES 415', '114 HRES 481', '113 HRES 770', '113 HRES 347', '115 HRES 414', '114 HRES 370', '113 HRES 616', '113 HRES 515', '114 HRES 101']","['114 HR 1599', '114 HR 2393', '115 HR 1238', '114 HR 2285', '113 HR 338', '115 HR 6136', '114 HR 1567', '114 S 1252', '113 HRES 670', '114 HRES 305']","['109 HR 3712', '115 HR 3934', '111 HRES 1384', '109 HRES 322', '109 HRES 347', '108 HR 1631', '109 S 2051', '109 S 2051', '109 S 2051', '117 S 3154']","['113 HR 15', '108 S 1050', '113 S 744', '113 HR 4304', '109 HR 4', '108 HR 5259', '108 HR 5259', '109 HR 1507', '109 HR 1507', '112 HR 3630']","['115 HRES 1071', '117 HRES 866', '109 HR 3712', '117 HR 9003', '117 HR 9003', '109 SRES 551', '115 HR 3934', '111 HRES 1384', '117 S 3154', '109 S 37']"
52,"""Heitkamp High-Fives Schumer After Voting Against 20-Week Abortion Ban.""",https://www.politifact.com/factchecks/2018/feb/06/say-anything-blog/heitkamp-didnt-high-five-schumer-abortion/,Heitkamp Voted Against 20-Week Abortion Ban,['115 S 2311'],no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,"['114 S 3306', '114 HR 3515', '115 HR 1192', '116 S 1035', '108 HR 679', '108 HR 1545', '116 HR 8939', '117 HR 558', '118 HR 862', '116 HR 3985']","['114 S 1553', '113 HR 3471', '113 HR 3471', '115 HR 1322', '115 HR 1322', '112 S 3290', '113 S 138', '114 S 48', '114 HR 448', '114 HR 448']","['114 S 3306', '114 HR 3515', '116 S 1035', '115 HR 1192', '108 HR 679', '108 HR 1545', '116 HR 8939', '117 HR 558', '118 HR 862', '116 HR 3985']"
53,"""In Congress, @RonDeSantisFL was the DECIDING vote AGAINST our state's right to protect Florida waters from drilling.""",https://www.politifact.com/factchecks/2018/jan/12/gwen-graham/did-ron-desantis-cast-deciding-vote-against-legisl/,"In Congress, RonDeSantis was the DECIDING vote AGAINST our state's right to protect Florida waters from drilling",['113 HR 2231'],no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,"['112 HR 2946', '112 HR 2946', '113 HR 5851', '112 HJRES 28', '110 HR 5708', '110 HR 5708', '117 S 2615', '117 HR 4959', '114 HR 563', '115 HR 154']","['108 S 1050', '113 HR 4304', '109 HR 4', '113 HR 15', '114 HR 5394', '108 S 14', '113 S 696', '113 S 744', '112 HR 3630', '112 S 1720']","['117 HR 9399', '113 HR 5851', '112 HR 2946', '112 HR 2946', '112 HJRES 54', '112 HJRES 54', '112 HJRES 54', '112 HJRES 54', '112 HJRES 54', '113 SJRES 7']"
54,"U.S. Rep. Carlos Curbelo voted for a health care bill that will let insurance companies ""charge five times more for people over 50.""",https://www.politifact.com/factchecks/2017/may/11/save-my-care/gop-health-care-bill-charges-five-times-more-peopl/,Carlos Curbelo voted for a health care bill that will let insurance companies charge five times more for people over 50,['115 HR 1628'],"['115 HRES 209', '115 HRES 1011', '115 HRES 241', '115 HR 6311', '115 HRES 382', '115 HRES 378', '115 HRES 210', '114 HRES 858', '114 HRES 319', '114 HRES 893']","['115 HRES 382', '115 HR 3', '115 HR 372', '115 HRES 1011', '115 HR 6311', '115 HRES 1059', '115 HR 1628', '115 HRES 616', '115 HRES 299', '114 HRES 944']","['115 HR 5445', '114 HR 3590', '115 HR 2874', '115 HR 3', '114 HRES 858', '115 HR 6311', '115 HR 372', '115 HR 5444', '115 HR 5797', '115 HR 7227']","['115 HRES 1059', '115 HRES 209', '115 HRES 1011', '115 HRES 382', '115 HRES 241', '114 HRES 507', '115 HR 6311', '114 HRES 793', '114 HRES 512', '115 HR 372']","['115 HRES 209', '115 HRES 1011', '115 HRES 241', '115 HR 6311', '115 HRES 382', '115 HRES 378', '115 HRES 210', '114 HRES 858', '114 HRES 319', '114 HRES 893']","['115 HR 372', '115 HR 1628', '115 HR 6311', '114 HR 5659', '115 HRES 209', '114 HR 596', '114 HR 2', '114 HR 3590', '114 HRES 793', '114 HR 294']","['115 HRES 1011', '115 HRES 1012', '115 HRES 1059', '115 HRES 382', '115 HRES 241', '115 HRES 209', '115 HRES 694', '114 HRES 793', '114 HRES 70', '115 HRES 378']","['114 HRES 793', '115 HRES 1059', '115 HRES 382', '115 HRES 1011', '114 HRES 893', '114 HRES 173', '115 HR 6311', '115 HRES 1012', '114 HRES 70', '114 HRES 19']","['115 HR 6311', '115 HRES 1011', '115 HRES 382', '115 HRES 209', '114 HRES 793', '115 HRES 210', '115 HRES 378', '115 HR 372', '115 HRES 1059', '114 HRES 173']","['116 S 967', '115 HRES 1089', '112 HR 6048', '112 HR 6048', '114 HR 519', '115 HR 285', '114 HR 248', '112 HR 1744', '112 HR 1744', '109 S 2457']","['112 HR 3630', '108 S 1050', '113 HR 15', '113 S 696', '111 HR 3962', '109 HR 4', '113 HR 4304', '113 HR 4841', '113 HR 4841', '113 S 744']","['108 HCONRES 34', '111 HR 3399', '114 HR 519', '115 HR 285', '115 HRES 1089', '112 HR 6048', '112 HR 6048', '116 S 967', '116 S 1531', '114 HR 248']"
55,"Roy Blunt ""voted to raise his own pay 12 times"" while in Congress.",https://www.politifact.com/factchecks/2016/nov/06/jason-kander/kander-ad-accusing-blunt-voting-raise-his-pay-misl/,Roy Blunt voted to raise his own pay 12 times while in Congress,"['105 S 01023', '105 HR 2378', '106 HR 246', '106 HR 2490', '106 HRES 560', '106 HR 4871', '107 HRES 206', '107 HR 2590', '107 HRES 488', '107 HR 5120', '108 HRES 351', '108 HR 2989', '108 HRES 770', '108 HR 5025', '109 HRES 342', '109 HR 3058', '109 HR 3058', '109 HRES 865', '109 HR 5576', '110 HRES 517', '110 HR 2829', '111 HR 1105', '111 HRES 184', '111 HR 5146', '111 HR 3082']","['117 HR 1868', '117 HR 7', '113 S 2199', '117 HR 6119', '117 HR 6617', '113 HR 325', '113 S 2569', '117 S 610', '113 S 25', '113 HR 5771']","['113 S 2569', '113 HR 5771', '114 HJRES 61', '113 S 25', '114 HR 22', '113 HR 325', '113 S 2199', '117 HR 7', '113 HR 3474', '114 S 1881']","['113 S 2569', '114 HJRES 61', '113 HR 5771', '113 S 2199', '117 HR 7', '117 SJRES 33', '117 S 4', '115 HR 695', '114 HR 2685', '114 HR 203']","['113 S 2569', '113 S 2199', '117 HR 7', '113 S 2223', '117 HR 1868', '113 S 25', '114 HR 2146', '116 S 3985', '114 HJRES 61', '113 HR 3474']","['117 HR 1868', '113 S 2199', '117 HR 7', '117 HR 6119', '117 HR 6617', '113 HR 325', '113 S 2569', '117 S 610', '113 S 25', '113 HR 5771']","['117 SJRES 33', '115 S 2554', '113 HR 325', '117 S 4', '113 HR 5771', '113 SJRES 19', '117 HR 5746', '113 HR 3230', '116 HR 1327', '113 HR 3474']","['116 SRES 336', '116 SRES 333', '116 SJRES 50', '116 SRES 335', '113 S 2199', '117 HR 7', '117 HR 1868', '116 SRES 332', '115 HJRES 83', '116 S 109']","['116 SRES 336', '113 S 25', '116 SRES 333', '116 HR 1327', '113 SJRES 19', '113 SRES 64', '115 HJRES 67', '116 SJRES 50', '116 HRES 755', '117 HRES 24']","['113 S 2199', '117 HR 7', '113 S 25', '113 S 2223', '113 S 2569', '117 HR 6617', '117 HR 6119', '113 S 1845', '114 HJRES 61', '116 SRES 333']","['117 S 3274', '112 HRES 762', '111 S 1006', '111 HR 4255', '111 HR 282', '111 HR 156', '111 HR 4423', '117 HR 75', '117 HR 75', '117 HR 75']","['108 S 1050', '113 HR 4304', '108 S 14', '113 HR 15', '109 HR 4', '113 S 744', '112 HR 3630', '114 HR 5394', '113 S 696', '114 HR 2898']","['117 S 3274', '109 SRES 497', '111 S 1006', '112 HRES 762', '111 HR 4255', '111 HR 282', '111 HR 156', '111 HR 4423', '117 HR 75', '117 HR 75']"
56,"Says Donald Trump and Ron Johnson ""oppose a woman's right to choose and Johnson voted against the Violence Against Women Act.""",https://www.politifact.com/factchecks/2016/nov/03/russ-feingold/russ-feingolds-attack-donald-trump-and-ron-johnson/,Johnson voted against the Violence Against Women Act,"['112 S 91', '112 S 91']",no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,no_bill_found,"['117 HR 1892', '116 HR 1741', '115 HR 6797', '115 HR 6796', '115 HR 7390', '116 HR 1239', '110 S 2279', '110 HR 5927', '109 S 3693', '116 HRES 555']","['112 HR 4271', '112 HR 4982', '113 HR 11', '113 S 47', '112 S 2338', '112 S 1925', '112 HR 4970', '110 HR 5927', '110 S 2279', '111 HR 4594']","['117 HR 1892', '116 HR 1741', '115 HR 6797', '115 HR 6796', '110 S 2279', '110 HR 5927', '115 HR 7390', '116 HR 1239', '114 HRES 910', '114 HRES 910']"
57,"""Richard Burr voted to protect tax breaks for companies that ship jobs overseas but voted against a tax break to help working people.""",https://www.politifact.com/factchecks/2016/nov/02/deborah-ross/did-richard-burr-vote-protect-tax-breaks-companies/,Richard Burr voted to protect tax breaks for companies that ship jobs overseas but voted against a tax break to help working people,"['112 S 3364', '113 S 2569']","['113 HR 5771', '113 S 2569', '113 S 2432', '113 S 2223', '117 S 610', '117 HR 7', '113 S 2199', '115 S 2155', '113 S 388', '113 S 953']","['115 HR 3', '117 HR 1868', '117 HR 6119', '116 S 109', '113 HR 5771', '113 S 16', '117 S 610', '113 S 2569', '113 HR 325', '114 HR 6297']","['115 HR 3', '113 S 2569', '117 HR 6119', '117 HR 5305', '116 S 109', '113 HR 5771', '117 HR 1868', '117 HR 6617', '113 S 1845', '117 HR 3076']","['113 S 2569', '117 S 4008', '115 S 2155', '114 HR 4511', '113 S 2578', '114 HR 644', '113 HR 5771', '117 S 2747', '113 S 1845', '113 S 16']","['113 HR 5771', '113 S 2569', '113 S 2432', '113 S 2223', '117 S 610', '113 S 2199', '117 HR 7', '115 S 2155', '113 S 388', '113 S 953']","['114 HR 644', '115 S 2155', '115 HR 2579', '113 S 2569', '113 S 2199', '117 HR 7', '113 HR 5771', '114 HR 1314', '113 HR 803', '115 HR 1892']","['116 SRES 336', '116 SJRES 37', '116 SJRES 50', '116 SRES 333', '117 S 610', '116 SRES 331', '113 SRES 65', '115 S 2155', '116 SJRES 38', '116 SJRES 36']","['116 SRES 336', '116 SJRES 50', '116 S 4653', '115 S 2155', '116 SRES 333', '115 HJRES 66', '115 HJRES 67', '115 SJRES 52', '117 SJRES 41', '116 S 3275']","['113 S 2569', '116 SRES 336', '113 HR 5771', '115 S 2155', '114 HR 2146', '113 S 954', '113 S 2223', '113 S 2199', '117 HR 7', '113 S 815']","['113 S 8', '117 HR 4044', '116 S 2937', '113 HR 549', '117 HR 1785', '117 HR 1785', '116 HRES 1097', '117 HR 6392', '110 S 666', '118 HR 884']","['113 HR 1', '109 HR 4', '108 S 1050', '110 HR 7060', '113 HR 4304', '113 HR 5771', '113 S 2260', '113 S 696', '113 HR 15', '110 S 3335']","['113 S 8', '117 HR 4044', '112 S 1', '112 S 7', '112 S 2', '118 HR 785', '117 HR 1785', '117 HR 1785', '118 HR 884', '118 HR 884']"
